uid_t,name,name_zh,village,raw_Text
V676-2,Fuxingshê,复兴社,V676," Fuxingshê 复兴社 was originally a small shrine dedicated to the Buddha Fozu 佛祖. Now the gods worshipped in the temple are Dutian yuanshuai 都天元帅, Wengong yuanshuai 温公元帅, Kanggong yuanshuai 康公 元帅, Ciji zhenjun 慈济真君, Taiyi xiangu 太乙仙姑, the Four Ferocious Generals Jin 金, Chen 陈, Zhu 朱, and Li 李 Sijia mengjiang 四家猛将, the three Commanders in Chief Chen 陈, Zheng 郑, and Lin 林三都统, the Wenwu zhushen 文武诸神, Zunzhu mingwang 尊主明王, and Houtu furen 后土夫人. "
V677-1,Fuhuitang,福惠堂,V677," Fuhuitang 福惠堂 was built in Qing Jiaqing 10 (1805), and contains the Xinxingshê 新兴社, which divided off` from the original Xinxingshê 新兴社. The temple preserves a Fuhuitang xinxingshê zhi 福惠堂新兴社志 (Temple Gazetteer of Fuhaitang Xinxingshe). The temple was renovated in 1981. The main gods worshipped are Yuantian shangdi 元天上帝 and Lingguan dadi 灵官大帝. Other gods include Liugong yuanshuai 刘公元帅, Zhaogong yuanshuai 赵公元帅, Kanggong yuanshuai 康 公元帅, Xiaogong yuanshuai 肖公元帅, Zhanggong shengjun 张公圣君, Jixiang dajiang 吉祥大将, Tiankui dikui 天魁地魁, Zunzhu mingwang 尊 主明王, Houtu furen 后土夫人, and Jinguan xiangu 金观仙姑 (Taiyi xiangu 太乙仙姑). "
V678-1,Yongfutang,永福堂,V678," Yongfutang 永福堂 was renovated in 1983. The main god worshipped is Zhanggong shengjun 张公圣君. Other gods include Dutian yuanshuai 都天元帅, Wuxian linggong yuanshuai 五显灵宫元帅, Liugong yuanshuai 刘公元帅, Qitian dasheng 齐天大圣, Jixiang dajiang 吉 祥大将, Chenshi zhenren 陈氏真人, Mashi furen 马氏夫人, Shêgong Shêma 社公社妈, and Wenwu panguan 文武判官"
V678-2,Jinshangong,金山宫,V678," Jinshangong 金山宫 belongs to Houchengpu 后埕埔. The date of construction is unknown. The main god worshipped is Qitian dasheng 齐天 大圣. Other gods include Tiangong yuanshuai 田公元帅, Mazu 妈祖, Liu shenghou 柳圣侯, Jin shenghou 金圣侯, Liugong yuanshuai 刘公元帅, Lingya zhongjun 灵牙中军, Jialuo dasheng 伽罗大圣, Heihu jiangjun 黑虎 将军, and Wencao wupan 文曹武判"
V678-3,Beixiantang,本显堂,V678," Beixiantang 本显堂 belongs to Houchengpu 后埕埔. The date of construction is unknown. It was rebuilt in 1991. The gods worshipped are Li daren 李大人, Hong daren 洪大人, and Zhuo daren 卓大人. It is managed by one woman. "
V679-1,Guangrenmiao,广仁庙,V679," Guangrenmiao 广仁庙 is in Donglijing 东利境 and contains the Jiaxingshê 嘉兴社. The temple was renovated in Qing Qianlong 33 (1768), and in Jiaqing 3 (1798), both restorations having epigraphic records. The temple was renovated again during the period from 1981 to 1984. The main gods worshipped are Ciji zhenjun 慈济真君 and Dutian yuanshuai 都天元帅. Other gods include Feitian dasheng 飞天 大圣, Kanggong yuanshuai 康公元帅, Wengong yuanshuai 温公元帅, Chen dajiangjun 陈大将军, Li dajiangjun 李大将军, Zhu dajiangjun 朱大 将军, Jin dajiangjun 金大将军, Zhenggong dutong 郑公都统, Lingong dutong 林公都统, Taiyi xiangu 太乙仙姑, Weiwu jiangjun 威武将军, Liujia jiangjun 六甲将军, Tiehuan tongzi 铁环童子, Baosong furen 抱送 夫人 (two), Liuding shenjiang 六丁神将, Qinggong zhenren 清宫真人, Shijia mouni 释迦牟尼, Rulaifo 如来佛, and Guangong 关公. The temple preserves a stele composed in Qianlong 33 (1768) entitled 重修广仁庙碑 记 (Stele recording the restorations to the Temple of Broad Humaneness) (Epigraphical Materials, 1995:249, No. 214) and another stele composed in Jiaqing 3 (1798) entitled 重修广仁庙捐款碑 (Stele listing contributions towards the renovation of the Temple of Broad Humaneness) (Epigraphical Materials, 1995:264, No. 229)"
V679-2,Jiaxingdian,嘉兴殿,V679," Jiaxingdian 嘉兴殿 branched out from Guangrenmiao 广仁庙. The date of construction is unknown. It was renovated in Qing Tongzhi 6 (1867) and in 1979. The main gods worshipped are Xuantian shangdi 玄天上帝 and Ciji zhenjun 慈济真君. Other gods include Dutian yuanshuai 都天元帅, Xuantan yuanshuai 玄坛元帅, Wen yuanshuai 温元帅, Kang yuanshuai 康元帅, Chen dutong 陈都统, Zheng dutong 郑都统, Lin dutong 林都统, Jin dajiangjun 金大将军, Taiyi xiangu 太乙仙姑, Baosong furen 抱送夫人 (two), Zhengyi lingguan 正一灵官, Wang yuanshuai 王元帅, Tiankui 天魁, and Dikui 地魁"
V679-3,Jiaxingshê,嘉兴社,V679," Jiaxingshê 嘉兴社: The date of construction is unknown, but this is said to be the oldest temple in Qianmian 前面. The gods worshipped are Sihai longwang 四海龙王, Shê gong 社公 and Shê ma 社妈"
V679-4,Kaixingtang,开兴堂,V679," Kaixingtang 开兴堂 is dedicated to Qitian dasheng 齐天大圣, and also to the worship of Guanyin dashi 观音大士 and Li daren 李大人. "
V680-1,Guanghuigong,广惠宫,V680," Guanghuigong 广惠宫 contains the Jifushê 集福社: The original year of construction is unknown. The main god worshipped is Ciji zhenjun 慈济真君. Other gods include Sima shengwang 司马圣王 (belonging to the Weng 翁), Dutian yuanshuai 都天元帅 (belonging to the Lin 林), Tiangong yuanshuai 田公元帅, Zhengyi lingguan 正一灵官, Jialuo dasheng 伽罗大圣, Zhanggong shengjun 张公圣君, Liugong yuanshuai 刘 公元帅, Anshan shengwang 安善圣王, Baima xianggong 白马相公, Lingya jiangjun 灵牙将军, Taiyi xiangu 太乙仙姑, Jixiang dajiang 吉祥大将, Zunzhu mingwang 尊主明王, and Houtu furen 后土夫人. The temple preserves a stele composed in Tongzhi 6 (1867) entitled 重修广惠宫碑记 (Stele recording the repairs to the Temple of Vast Benevolence) (Epigraphical Materials, 1995:327, No. 291)"
V680-2,Kaixingtang,开兴堂,V680," Kaixingtang 开兴堂: The original year of construction is unknown. This temple is considered as a dong 洞, a spirit medium cavern built around the activities of Tanban 坛班 spirit mediums. The main god worshipped is Qitian dasheng 齐天大圣. Other gods include Mazu 妈祖, Xuantan yuanshuai 玄 坛元帅, Baima xianggong 白马相公, Li daren 李大人, Guanyin dashi 观 音大士, Liu shenghou 柳圣侯, Jin shenghou 金圣侯, Wen yuanshuai 温元 帅, Kang yuanshuai 康元帅, Ma yuanshuai 马元帅, Zhao yuanshuai 赵元 帅, Wenwu siguan dadi 文武四官大帝, Shengcai tongzi 生财童子, Xianbao longnü 献宝龙女"
V680-3,Zhonghetang,中和堂,V680," Zhonghetang 中和堂 is dedicated to the worship of Sanyijiaozhu (Lin Zhao’en 林兆恩) 三一教主. The SJCDCB, 1992:33 records 180 initiates. "
V681-1,Lingxianmiao,灵显庙,V681," Lingxianmiao 灵显庙 contains the Jifushê 集福社. The temple branched out from a temple in Dingdun 顶墩. The original construction was during the Ming Wanli period (1573–1620). The temple was renovated in Qing Tongzhi 9 (1870) and in 1985. The main god worshipped is Xuantian shangdi 玄天上帝. Other secondary gods include Chengong shenghou 陈公圣侯, Baima yuanshuai 白马元帅, Tiangong yuanshuai 田公元帅, Liugong yuanshuai 刘公元帅, Zhanggong shengjun 张公圣君, Qitian dasheng 齐天大圣, Zhengyi lingguan 正一灵官, Taiyi xiangu 太乙 仙姑, Jixiang dajiang 吉祥大将, Wen yuanshuai 温元帅, Kang yuanshuai 康 元帅, Ma yuanshuai 马元帅, Zhao yuanshuai 赵元帅, Wu jiangjun 吴将军, Wang jiangjun 王将军, Leigong leimu 雷公雷母, Fengbo yushi 风伯雨师, Gao yuanshuai 高元帅, Wu yuanshuai 伍元帅, Huang cang 黄苍, Bai cang 白苍, Baiya jiangjun 白牙将军, Yima dashen 姨妈大神, Lufu dashen 鲁府 大神, Tiankui 天魁, Di kui 地魁, Guanyin dashi 观音大士, Zunzhu mingwang 尊主明王, Houtu furen 后土夫人, Wencao wupan 文曹武判, and Luban xianshi 鲁班仙师. "
V682-1,Yinghuigong,英惠宫,V682," Yinghuigong 英惠宫 is part of the Wushanjing 吴山境 and contains the Nananshê 南安社: The date of construction is unknown. The main god worshipped is Ciji zhenjun 慈济真君. Other gods include Tiangong yuanshuai 田公元帅, Sima shengwang 司马圣王, Wugong dutong 吴公都统, Zhanggong shengjun 张公圣君, Qitian dasheng 齐天大 圣, Taiyi xiangu 太乙仙姑, Wuxian lingguan 五显灵官, Chen yuanshuai 陈 元帅, Zheng yuanshuai 郑元帅, Qiu yuanshuai 邱元帅, Liu yuanshuai 刘元 帅, Baiya jiangjun 白牙将军, Jixiang dajiang 吉祥大将, Zunzhu mingwang 尊主明王, and Houtu furen 后土夫人"
V682-2,Lingyingtang,灵应堂,V682," Lingyingtang 灵应堂: The date of construction is unknown. It is said that this temple is the oldest temple of the village. The divinatory poetry (Chouqian) 抽签 and planchette writing (Fuji) 扶乩 of this temple are said to be the most efficacious. The main god worshipped is Xuantan yuanshuai 玄坛 元帅. Other gods include Wengong yuanshuai 温公元帅, Sanyi jiaozhu 三一 教主, Lufu dashen 鲁府大神, Chenshi zhenren 陈氏真人, Taiyi He xiangu 太乙何仙姑, Tiangong yuanshuai 田公元帅, Zhanggong shengjun 张公圣 君, Zhuoshi zhenren 卓氏真人, Yangshi xiangu 杨氏仙姑, Daye erye 大爷 二爷, and Wufu zhongjun 吴府中军"
V682-3,Lingxiandian,灵显殿,V682," Lingxiandian 灵显殿 is also called Beidougong 北头宫, and branched off from Lingxianmiao 灵显庙 of Xiadun 下墩, but it is not known when this occurred. The main god worshipped is Xuantian shangdi 玄天上帝. Other gods include Shengfu shengmu 圣父圣母, Chengong shenghou 陈公圣侯, Wengong yuanshuai 温公元帅, Kanggong yuanshuai 康公元帅, Ma yuanshuai 马元帅, Zhao yuanshuai 赵元帅, Liu yuanshuai 刘元帅, Tiangong yuanshuai 田公元帅, Sima shengwang 司马圣王, Baiya jiangjun 白牙将军, and Shêgong Shêma 社公社妈"
V682-4,Yanxingtang,延福堂,V682," Yanxingtang 延福堂 is inside the Lingxiandian 灵显殿: Main gods: Guanyin dashi 观音大士, Qitian dasheng 齐天大圣. Secondary gods: Sima shengwang 司马圣王 and Tiangong yuanshuai 田公元帅. "
V683-1,Jiletang,极乐堂,V683," Jiletang 极乐堂. The main god worshipped is Xuantian shangdi 玄天上帝. Other gods include Guanyin dashi 观音大士, Jialuo dasheng 伽罗大圣, Yanggong taishi 杨公太师, Zhanggong shengjun 张公 圣君, Ciji zhenjun 慈济真君, Dutian yuanshuai 都天元帅, Qitian dasheng 齐天大圣, Heihu jiangjun 黑虎将军, Liugong yuanshuai 刘公元帅, Wenwu panguan 文武判官, Jin sheren 金舍人, Lin taiwei 林太尉"
V683-2,Jifushê,集福社,V683, Jifushê 集福社 branched off from the Jifushê of Dingdun 顶墩. The gods worshipped are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人
V683-3,Yufengmiao,毓凤庙,V683, Yufengmiao 毓凤庙: The date of construction is unknown. The temple belongs to the Yang 杨 surname group. The gods worshipped are Yanggong taishi 杨公太师. Secondary gods include Wude zhongjun 武德中军 and Liumei tongzi 柳梅童子
V683-4,Xinglongtan,兴龙坛,V683," Xinglongtan 兴龙坛 is as a dong 洞 spirit medium cavern-temple. The gods worshipped are Lufu dashen 鲁府大神, Tianqian shengmu 天前圣母 (Chenshi zhenren 陈氏真人), Yima dashen 姨妈大神 (Yayi zunniang 亚姨 尊娘), Huang sheren 黄舍人, and Bai sheren 白舍人"
V683-5,Fuyitang,福义堂,V683, Fuyitang 福义堂 is dedicated to the worship of Sanyi jiaozhu 三一教主. Other gods worshipped are Xietian dadi 协天大帝 and Zhuozu zhenren 卓 祖真人
V683-6,Zongxuntang,宗顺堂,V683, Zongxuntang 宗顺堂 is dedicated to Sanyi jiaozhu 三一教主. Additional gods worshipped are Guanyin dashi 观音大士 and Zhuozu zhenren 卓祖真人
V683-7,Fuxingtang,福星堂,V683, Fuxingtang 福星堂 is dedicated to Sanyi jiaozhu 三一教主. 
V684-1,Shanglingong,上林宫,V684," Shanglingong 上林宫 contains the Shanglin shushê 上林书社. The left hand side of the temple is the Mingwangdian 明王殿, the right hand side is the Yuanshuaifu 元帅府. The date of construction is unknown. The temple was renovated in Qing Xianfeng 3 (1853). The main gods are is Sima shengwang 司马圣王, Zunzhu mingwang 尊主明王, Houtu furen 后土夫人. The other gods worshipped in the temple are Qitian dasheng 齐天大圣, Liugong yuanshuai 刘公元帅, Beidou xingjun 北斗星君, and Wenwu zhushen 文武诸神"
V684-2,Zhiyuantang,志元堂,V684," Zhiyuantang 志元堂 belongs to the Three in One 三一教. The temple was originally called the Shanglinting 上林亭. The main god is Sanyi jiaozhu (Lin Zhao’en 林兆恩) 三一教主. Secondary gods include Xuantian shangdi 玄天 上帝, Zhusheng dadi 注生大帝, Ducha Xu daren 都察徐大人 Jianlei yushi (Zhang Shenggong) 监雷御史, Tianqian shengmu (Chen Jinggu) 天前圣 母, Qitian dasheng 齐天大圣, Lufu dashen 鲁府大神, Tianshang shengmu (Mazu) 天上圣母, Leisheng puhua tianzun 雷金普化天尊, Ancha Li daren 按察李大人, Anyuan Jiang daren 按院江大人, Beidou zhongtian dadi 北 斗中天大帝, Zhengyi lingguan dadi 正一灵官大帝, Jialuo dasheng 迦罗 大圣, Senluo tianzi 森罗天子, Wen yuanshuai 温元帅, Kang yuanshuai 康 元帅, Ma yuanshuai 马元帅, Zhao yuanshuai 赵元帅, Xietian dadi 协天大 帝, Chenghuang dashen 城隍大神, Gong jiangjun 龚将军, Tiankui 天魁, Dikui 地魁, Jinyin ertongzi 金银二童子, Cangzhongjun 仓中君, Ashê 阿 舍, Hutang daye 护堂大爷, Erye 二爷, Caoli jiangjun 曹吏将军, Tiankui lingguan 天魁灵官, Xunsi Chun daren 巡司春大人, Baihe tongzi 白鹤童子, Fude zhengshen 福德正神, Weituo longtian 韦陀龙天. "
V685-1,Beijidian,北极殿,V685," Beijidian 北极殿 is part of Dongshi jing 东施境, and contains the Qixingshê 齐兴社: The date of construction is unknown. The main gods are Zunzhu mingwang 尊主明王, Houtu furen 后土夫人, and Xuantian dadi 玄天大帝. Other gods include Qitian dasheng 齐天大圣, Jialuo dasheng 迦罗大圣, Zhanggong shengjun 张公圣君, Xiaogong yuanshuai 肖公元帅, and Dutian yuanshuai 都天元帅"
V685-2,Sanxiaodian,三霄殿,V685," Sanxiaodian 三霄殿 is part of Linjiangjing 临江境 and contains the Xinxingshê 新兴社. The temple was built in Qing Qianlong 1 (1736), and demolished in 1966. For some time the gods of the temple took refuge in the Beijidian 北极殿, but in 1981 the temple was rebuilt. The main gods worshipped are Zunzhu mingwang 尊主明王, Houtu furen 后土夫人, and Dutian yuanshuai 都天元帅. Secondary gods are Zixiao niangniang 紫宵 娘娘, Bixiao niangniang 碧宵娘娘, Yunxiao niangniang 云宵娘娘, Kanggong shengwang 康公圣王, Baima yuanshuai 白马元帅, and Chen zhongjun 陈中军"
V685-3,Dongfumiao,东福庙,V685, Dongfumiao 东福庙 is dedicated to Fude zhengshen 福德正神. 
V686-1,Puchengjing Nananmiao (Fuxingshê),浦城境南,V686," Puchengjing Nananmiao (Fuxingshê) 浦城境南 安庙, 福兴社: The side halls of the temple complex are separate temples, namely the 2) Liangjigong 两姬宫 3) Mingwangdian 明王殿: The year of construction is unknown. The main god is Wuhuang dadi 五皇大帝. Other gods include Qitian dasheng 齐天大圣, Jialuo dasheng 迦罗大圣, Zhanggong shengjun 张公圣君, Kanggong yuanshuai 康公元帅, Liugong yuanshuai 刘公元帅, Jixiang miaojiang 吉祥妙将, Taiyi xiangu 太乙仙姑, Yinzhu xiangu 银主仙姑, Zunzhu mingwang 尊主明王, and Houtu furen 后土夫人"
V686-2,Dongandian,东安殿,V686," Dongandian 东安殿 is a spirit-medium dong (洞 cavern temple) in Shangpucheng 上埔埕. The main god is Sanyi jiaozhu 三一教主 Other gods worshipped include Guangze zunwang 广泽尊王, Zhusheng dadi 注生大帝, Xuantian dadi 玄天大帝, Wuhuang dadi 五皇大帝, Qitian dasheng 齐天 大圣, Zhanggong shengjun 张公圣君, Xuantan yuanshuai 玄坛元帅, Lufu dashen 鲁府大神, Shiling daren 十灵大人, Sanling daren 三灵大人, Tianhuo yuanshuai 天火元帅, Yima daren 姨妈大人, Jiang daren 江大人, Xu daren 徐大人, Yang daren 杨大人, Ma daren 马大人, Zhou jiangjun 周将 军, and Hou jiangjun 侯将军. "
V687-1,Xinlinggong of Shiting shengjing,石庭圣境新灵,V687," Xinlinggong of Shiting shengjing 石庭圣境新灵 宫 contains the Fuxingxishê 福兴西社, and was built in Qing Xianfeng 8 (1858). The main gods are Zhengshun shengwang 正顺圣王, Zunshu mingwang 尊主明王 and Houtu furen后土夫人. In addition there are the following gods: Jiutianfumo Liu yuanshuai 九天伏魔刘元帅, Qitian dasheng 齐 天大圣, Jialuo dasheng 迦罗大圣, Zhanggong shengjun 张公圣君, Liugong shenghou 柳公圣侯, Jingong shenghou 金公圣侯, Ligong yuanshuai 李公元 帅, Jixiang miaojiang 吉祥妙将, Xiehui erfei 协惠二妃 (the younger sister of Kang Gong 康公之妹)"
V687-2,Huiyuantang,惠远堂,V687, Huiyuantang 惠远堂 is dedicated to Fude zhengshen 福德正神
V687-3,Yuanmingtang,圆明堂,V687, Yuanmingtang 圆明堂 was built in Qing Qianlong 4 (1739) and is dedicated to Guanyin dashi 观音大士. 
V688-1,Zixiatang,紫霞堂,V688," Zixiatang 紫霞堂 is part of Fengtaijing 丰泰境 and contains the Zhenjiangshê 振江社. Originally constructed in the Qing Kangxi era (1662–1722), this temple was reconstructed in Qianlong 56 (1791). The main god worshipped is Xuantian shangdi 玄天上帝. Other gods include Liuzu zunfo 六祖尊佛, Jialuo dasheng 伽罗大圣, Zhusheng dadi 注生大 帝, Qitian dasheng 齐天大圣, Kanggong yuanshuai 康公元帅, Zhanggong shengjun 张公圣君, Wengong yuanshuai 温公元帅, Xuantan yuanshuai 玄 坛元帅, Caoli jiangjun 曹吏将军, Taiyi xiangu 太乙仙姑, Liu shenghou 柳 圣侯, Jin shenghou 金圣侯, Yinglie miaojiangjun 英烈妙将军, Lingguan dadi 灵官大帝, Ciji zhenjun 慈济真君, Dutian yuanshuai 都天元帅. Zunzhu mingwang 尊主明王, and Houtu furen 后土夫人. The temple preserves a stele composed in Qianlong 56 (1791) entitled 重建紫霞堂立碑序 (Preface on a stele commemorating the reconstruction of the Purple Mist shrine) (Epigraphical Materials, 1995:259, No. 222)"
V688-2,Dongyueguan,东岳观,V688," Dongyueguan 东岳观 was built in 1991, when it divided incense from the Jiangkou Dongyueguan 江口东岳观. This temple preserves the Jiangkou Dongyueguan placards dating to the Wanli period (1573–1620) and Qing Qianlong periods (1736–1795). The main god worshipped in Dongyue zhusheng dadi 东岳注生大帝"
V688-3,Shunzhong shuyuan,顺中书院,V688," Shunzhong shuyuan 顺中书院, was built in the early Republican period and is dedicated to the worship of Sanyi jiaozhu 三一教主, founder of the Three in One. The SJCDCB, 1992:33 records 271 initiates. "
V689-1,Beichentang,北辰堂,V689," Beichentang 北辰堂 contains the Lianjiangshê 连 江社, and was built in Tongzhi 1 (1862), after it had branched off from the Zixiatang 紫霞堂 of Dongcai 东蔡. This temple still participates in related rituals at the Zixiatang. The main gods worshipped are Xuantian shangdi 玄 天上帝, Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. Other gods include Dutian yuanshuai 都天元帅, Ciji zhenjun 慈济真君, Qitian dasheng 齐天大圣, Zhanggong shengjun 张公圣君, Xugong taiwei 徐公太 尉, Wengong yuanshuai 温公元帅, Kanggong yuanshuai 康公元帅, Magong yuanshuai 马公元帅, Zhaogong yuanshuai 赵公元帅, Zhengyi Wang lingguan 正一王灵官, Tiankui dikui 天魁地魁, Fengshen yubo 风神雨伯, and Wenwu zhushen 文武诸神. "
V690-1,Shangfanggong,上方宫,V690," Shangfanggong 上方宫 contains the Fuxing dongshê 福兴东社. This was originally the main temple of the Shiting sevenfold ritual alliance. Its date of construction is unknown, but it was restored in 1914. In 2003, it was torn down and absorbed into the Jiulidong 九鲤洞. The main gods worshipped are Erdian zhenjun 二殿真君, Zunzhu mingwang 尊主明王, and Houtu furen 后土夫人. Other gods include Huguo langjun 护国郎君, Tongtian shenghou 通天圣侯, Qitian dasheng 齐天大圣, Oushi xianfei 欧氏仙妃, Luotian dajiang 罗天大将, Liu shenghou 柳圣侯, and Jin shenghou 金圣侯"
V690-2,Jiulidong,九鲤洞,V690," Jiulidong 九鲤洞 contains the Jiuli shushê 九鲤书社: It was originally constructed in 1916. Originally it was named the Xianshenglou 仙圣楼. The temple was rebuilt in 2002 and renamed the Fu Pu Xian Jiulidong Zongzhen (The Chief Temple of the Nine Carp Cavern of Fuqing, Putian, and Xianyou) 福莆仙九鲤洞总镇. The main gods worshipped in the temple are Heshi jiuxianweng 何氏九仙翁, Erdian zhenjun 二殿真君, Shiyuan Lu xianzhang 士元卢仙长, Wenhui xianshi 文晖仙师, Chengguang Wang xianshi 成光 王仙师, Shande Chen zhangzhe 善德陈长者, Huatuo daxian 华佗大仙, Zhuoshi zhenren 卓氏真人, Oushi xianfei 欧氏仙妃, Tiangong yuanshuai 田公元帅, Sima shengwang 司马圣王, Qitian dasheng 齐天大圣, Tongtian shenghou 通天圣候, Huguo Wang langjun 护国王郎君, Liugong yuanshuai 刘公元帅, Huiji shenghou 惠济圣侯, Liu shenghou 柳圣侯, and Jin shenghou 金圣侯"
V690-3,Wenyuandian,文元殿,V690," Wenyuandian 文元殿: This temple is run by the Tanban of Houting Jia. The original date of construction is unknown. The temple was rebuilt in 2006. The main gods worshipped is Xuantian shangdi 玄天上帝. Secondary gods worshipped include Zhengyi Wang lingguan 正一王灵官, Xuantan yuanshuai 玄坛元帅, Sima shengwang 司马圣王, Beidou zhongtian dasheng 北斗中天大圣, Qitian dasheng 齐天大圣, Buyuan dashen 部院 大神, Zhonglie Tian yuanshuai 忠烈田元帅, and Weiwu Jin liezhongjun 威武金烈中军"
V690-4,Shunxingtang,顺兴堂,V690," Shunxingtang 顺兴堂 is dedicated to Yuhuang dadi 玉皇大帝. Secondary gods include Nandou xingjun 南斗星君, Beidou xingjun 北斗星君, Zhusheng dadi 注生大帝, Taishang laojun 太上老君, Wangmu niangniang 王母 娘娘, Zhanngong shengjun 张公圣君, Zhuozu zhenren 卓祖真人, and Chen Jinggu 陈靖姑. The Jade Emperor 玉皇 and the South and North Pole Stars 南北斗 are offered opera on 1/5, and 3/28. On 5/16 the temple celebrates 天地生金. On 7/23 and 8/14 the feast of Wangmu niangniang 王母娘娘 is celebrated"
V690-5,Gutingtang,古厅堂,V690," Gutingtang 古厅堂 belongs to the Houtingjia Xiadoufang 后亭甲下斗 房. The main god worshipped in Guanyin dashi 观音大士. The secondary gods are Guansheng dijun 关圣帝君, Guan Ping 关平, Zhou Cang 周仓, Tiangong yuanshuai 田公元帅, Zhanggong shengjun 张公圣君 and Dutian yuanshuai 都天元帅. On 9/19 opera is performed"
V690-6,Xinxingtang,新兴堂,V690, Xinxingtang 新兴堂 is dedicated to the worship of Fude zhengshen 福德 正神. The Tudigong 土地公 is offered opera on 6/6
V690-7,Julutang Buddhist hall,觉路堂,V690," Julutang Buddhist hall 觉路堂 was built during the Republican period (PTZJZCG, 1992:210)"
V690-8,Ciyunan Buddhist nunnery,慈云庵,V690, Ciyunan Buddhist nunnery 慈云庵 was built in 1928
V690-9,Helinsi Buddhist temple,鹤林寺,V690," Helinsi Buddhist temple 鹤林寺 was built in Tongzhi 12 (1873) (PTZJZCG, 1992:210). This temple preserves a stele composed in Tongzhi 13 (1868) entitled 鹤林寺题捐碑 (Stele listing the names of the contributors of money to the Crane Forest Monastery) (Epigraphical Materials, 1995:330, No. 294)"
V690-10,Helinan Buddhist nunnery,鹤林庵,V690," Helinan Buddhist nunnery 鹤林庵 was built in 1979 (PTZJZCG, 1992: 210). "
V691-1,Fuxingtang,福星堂,V691," Fuxingtang 福星堂 was recently constructed. The main god worshipped is the Sanyi jiaozhu 三一教主. Secondary gods include Xuantian shangdi 玄天上帝, Qitian dasheng 齐天大圣, Xuantan yuanshuai 玄坛元帅, Zhanggong shengjun 张公圣君, Haotian dizi (Tiangong yuanshuai 田公元帅) 昊天帝子, Tongtian shenghou 通天圣侯, Lu Shiyuan xianzhang 卢士元仙长, Zhang Sanfeng 张三丰, Zhou zhenren 卓真人, Jin chiling 金齿 龄, Baiya jiangjun 白牙将军, Dongxi shizhe 东西使者, Nandou xingjun 南 斗星君, Beidou xingjun 北斗星君, Lufu dashen 鲁府大神, Lufu furen 鲁府 夫人, Lufu yima 鲁府姨妈, Yanluo tianzi 阎罗天子, Niutou Mamian 牛头 马面, and Qinming ducha shenghou Xu daren 钦命都察圣侯徐大人. "
V692-1,Jiulifendong,九鲤分洞,V692," Jiulifendong 九鲤分洞 was built after the Cultural Revolution. Originally the site was that of the Fang 方 ancestral home. Because the gods of the Jiulidong were kept safe in the ancestral home, they later refused to leave, and so the home was rebuilt as a branch temple. The main gods worshipped are Zhaoling erdian zhenjun 昭灵二殿真君 and Shiyuan Lu xianzhang 士元卢仙长. Secondary gods include Xuanzan Zhang yuanshuai 宣赞章元帅, Yuanhui Xie xiansh 元晖谢仙师, Chengguang Wang xianzhang 城光王仙师, Shangyang Zhuo zhenren 上阳卓真人, Sima Zhang shengwang 司马张圣王, Xuantan Zhao yuanshuai 玄坛赵元帅, Liu Jin shenghou 柳金圣侯, Luotian dajiang 罗天大将, Qitian Sun dasheng 齐 天孙大圣, Tongtian Xin shenghou 通天辛圣侯, Huguo Wang langjun 护 国王郎君, Fazhu Ou xianfei 法主欧仙姑, Xunbu Zheng laoye 巡部郑老爷, Han Wengong xianshi 韩文公仙师, Heshi jiuxianweng 何氏九仙翁, Chunyang Lü zhenren 纯阳吕真人, Shande Chen zhanglao 善德陈长老. "
V693-1,Tianyunting,天云亭,V693," Tianyunting 天云亭 is dedicated to Guanyin dashi 观音大士, with Weituo 韦驮 and Jialan 伽兰 as secondary gods"
V693-2,Guji Chenghuangmiao,古迹城隍庙,V693, Guji Chenghuangmiao 古迹城隍庙 was reconstructed in 2002. The main god worshipped is the Chenghuang dashen 城隍大神. Secondary gods are Qitian dasheng 齐天大圣 and Zhanggong shengjun 张公圣君
V693-3,Tianbaodian,天宝殿,V693, Tianbaodian 天宝殿 was rebuilt in 2006. It is dedicated to Tuota Li tianwang 托塔李天王 and Zhusheng dadi 注生大帝. 
V694-1,Guji Mingandian,古迹明安殿,V694," Guji Mingandian 古迹明安殿 is also considered a spirit medium cavern-temple 洞. The Mingan Cavern-temple is said to have been built in the Ming Hongzhi period (1488–1505). The cult was kept for a long time inside a private home, where the ancient altar of the spirit mediums of the past was worshipped, and only recently was the temple rebuilt. The main god worshipped is Xuantian shangdi 玄天上帝. The secondary gods include Zhanggong shengjun 张公圣君, Lufu dashen 鲁府大神, Tianqian shengmu 天前圣母, Yima furen 姨妈夫人, Guangze zunwang 广泽尊 王, Zhaolie shenghou 昭烈圣侯, Dangmo yuanshuai 荡魔元帅, Weiwu jiangjun 威武将军, Guansheng dijun 关圣帝君, Guan Ping 关平, Zhou Cang 周 仓, Miaolie zhongjun 妙烈中军, Jixiang miaojiang 吉祥妙将, Douma sheren (Huang Cang) 痘麻舍人 (黄仓), Lingtong sheren (Bai Cang) 灵通舍人 (白 仓), Qingtian yujiang 清天玉将, Lingtong shenghou 灵通圣侯, Tongtian shenghou 通天圣侯, Tanqian yuanshuai 坛前元帅, Jiucha buyuan 纠察部 院, Daye 大爷, Erye 二爷"
