startdate,enddate,uid_r,text,gods_involved
02-02,02-02,V545-2,"On 2/2, the Toufu 头福 rite (beginning good fortune) is celebrated as an overall Yuanxiao 总元宵. Lanterns are taken on procession around the village territory. Opera is performed in Guanshengmiao 关圣庙, and five Daoist ritual masters are invited to conduct rituals. This is organized by the four shê alliance, and funds are collected on a per capita basis.",[]
01-10,01-11,V546-1,"On 1/10–11 Tiangong yuanshuai 田公 元帅, Sima shengwang 司马圣王, and Zhongtian dasheng 中天大圣 are invited to go on procession within the village Opera is performed, and Dao ist ritual masters are invited to conduct rituals. These events are organized by the village itself, and funds are collected on a per capita basis.","['Sima shengwang', 'Tiangong', 'Tiangong yuanshuai', 'Zhongtian dasheng']"
02-02,02-02,V546-2,"On 2/2 the Toufu 头福 rite (beginning good fortune) is celebrated as an overall Yuanxiao 总元宵. Lanterns go on procession around the village territory. Opera is performed in Guanshengmiao 关圣庙, and five Daoist ritual masters are invited to conduct rituals. This is organized by the four shê alliance, and funds are collected on a per capita basis.",[]
01-12,01-13,V547-1,"On 1/12–13 Tiangong yuanshuai 田公 元帅, Sima shengwang 司马圣王, and Zhongtian dasheng 中天大圣 are invited to go on procession within the village. Opera is performed, and Dao- ist ritual masters are invited to conduct rituals. These events are organized by the village itself, and funds are collected on a per capita basis.","['Sima shengwang', 'Tiangong', 'Tiangong yuanshuai', 'Zhongtian dasheng']"
02-02,02-02,V547-2,"On 2/2, the Toufu 头福 rite (beginning good fortune) is celebrated as an overall Yuanxiao 总元宵. Lanterns are taken on procession around the village territory. Opera is performed in Guanshengmiao 关圣庙, and five Daoist ritual masters are invited to conduct rituals. This is organized by the four shê alliance, and funds are collected on a per capita basis.",[]
01-10,01-12,V548-1,"On 1/10–12 Taoyuan dongshê 桃源东社 invites Oushi furen 欧氏夫人 and Baima yuanshuai 白马元帅 to go on procession within its territory. Opera is performed, and Daoist ritual masters are invited to conduct rituals. At night, lanterns are paraded and palm sedan chair are carried around. This is organized by the Huang 黄, and funds are collected on a per capita basis.","['Baima yuanshuai', 'Oushi furen']"
01-13,01-15,V548-2,"On 1/13–15, Taoyuan xishê 桃源西社 invites Oushi furen 欧氏夫人 and Baima yuanshuai 白马元帅 to go on procession within its territory. At night, lanterns are paraded and palm sedan chair are carried around. Opera is performed, and Daoist ritual masters are invited to conduct rituals. This is organized by the Xu 许, and funds are collected on a per capita basis.","['Baima yuanshuai', 'Oushi furen']"
01-13,01-13,V549-1,On 1/13 the Zhongshê 中社 and Dongshê 东社 go on a procession with the gods to each household to xingdao practice the Dao 行道.,[]
01-14,01-14,V549-2,On 1/14 the Shoushê 首社 and Xishê 西社 go on a procession with the gods to each household to xingdao practice the Dao 行道.,[]
01-15,01-15,V549-3,"On 1/15 Dutong daren 都统大人, Duguan pusa 都管菩萨 and Oushi furen 欧氏夫人 go on a procession within the village. The god’s chairs are carried through fire 踏火 and three Daoist ritual masters 道士 are invited to conduct the Jiao ritual.","['Duguan pusa', 'Dutong', 'Oushi furen']"
02-02,02-02,V549-4,On 2/2 a common Yuanxiao 元宵 is held and Xuantian shangdi 玄天上帝 goes on procession within the village. Lanterns are taken on procession around the ritual territory.,['Xuantian shangdi']
01-15,01-15,V550-1,On 1/15 the incense burner of the she-altar is taken on procession to every household within the village to xingdao practice the Dao.,[]
01-11,01-11,V551-1,On 1/11 Pengcuo 彭厝 invites the incense burners and the gods of the Xianglong fushê 香龙福社 on a procession.,[]
01-12,01-12,V551-2,On 1/12 Laicuo 赖厝 invites the incense burners and the gods of the Xianglong fushê 香龙福社 on a procession.,[]
01-13,01-13,V551-3,On 1/13 Xiacuohuang 下厝黄 invites the incense burners and the gods of the Xianglong fushê 香龙福社 on a procession.,[]
01-17,01-17,V551-4,On 1/17 A common Yuanxiao celebration of the sevenfold ritual alliance is held.,[]
01-13,01-16,V552-1,"On 1/13–16, each jia invites in rotation Yanggong taishi 杨公太师 to go on procession. A spirit medium accompanies the procession.",['Yanggong taishi']
01-17,01-17,V552-2,"On 1/17, a common Yuanxiao celebration of sevenfold ritual alliance is held.",[]
01-11,01-11,V553-1,"On 1/11, the Lu 卢 paoxiang 跑香 (run with the incense), and invite the incense burners of the shê altar to each household to xingdao 行道.",[]
01-12,01-12,V553-2,"On 1/12 the Greater Chen 大陈 also paoxiang 跑香 (run with the incense), and invite the incense burners of the shê altar to each household to xingdao.",[]
01-13,01-13,V553-3,"On 1/13, the Lesser Chen 小陈 together with the Lin 林, the Zhu 朱, the Zheng 郑, and the Fang 方 do the same.",[]
01-14,01-14,V553-4,"On 1/14, the Great Chen 大陈 qifu (pray for blessings) 祈福 by inviting Qitian dasheng 齐天大圣, Tiangong yuanshuai 田公元帅 and Baiya jiangjun 白牙将军 to go on a tour of inspection around the boundaries of their territory in the village 绕境巡游.","['Baiya jiangjun', 'Qitian dasheng', 'Tiangong', 'Tiangong yuanshuai']"
01-15,01-15,V553-5,"On 1/15 the Lesser Chen 小陈 together with the Lin 林, the Zhu 朱, the Zheng 郑, and the Fang 方 do the same set of rites and processions within their own territory.",[]
01-16,01-16,V553-6,"On 1/16, the Lu 卢 pray for blessings, and Qitian dasheng 齐天大圣, Tiangong yuanshuai 田公元帅 and Baiya jiangjun 白牙将军 are again taken on a procession around their territory.","['Baiya jiangjun', 'Qitian dasheng', 'Tiangong', 'Tiangong yuanshuai']"
01-17,01-17,V553-7,"On 1/17, the village attends the common Yuanxiao celebration of the sevenfold ritual alliance.",[]
01-12,01-13,V554-1,"On 1/12–13, the villagers invite the incense burners of the shê altar to each household to xingdao 行道 practice the Dao.",[]
01-15,01-15,V554-2,"On 1/15 there are lantern processions that form circles of linked lanterns quandeng 圈灯, and paoxiang 跑香 running with incense, and tahuo 踏火 firewalking rituals. Daoist ritual masters are invited to conduct the Jiao ritual. The following gods go on procession and take a tour of inspection of the village boundaries (in six palm sedan chair 棕桥: Wugong dutong 吴公都统, Ligong yuanshuai 李公元帅, Zhanggong shengjun 张公圣君, Tiangong yuanshuai 田公元帅, Baiya jiangjun 白牙将军, and Guangze zunwang 广泽尊王).","['Baiya jiangjun', 'Guangze zunwang', 'Ligong yuanshuai', 'Tiangong', 'Tiangong yuanshuai', 'Wugong dutong', 'Wugong', 'Zhanggong shengjun']"
01-17,01-17,V554-3,On 1/17 an overall procession is held for the entire sevenfold ritual alliance. This event is organized by the Chengyingdian 诚应殿.,[]
01-12,01-12,V555-1,"On 1/12, Ligong yuanshuai 李公元帅 and Wugong dutong 吴公都统 are taken on procession around the village.","['Ligong yuanshuai', 'Wugong dutong', 'Wugong']"
01-15,01-15,V555-2,"On 1/15, there is a paoxiang (running the incense) 跑香 ritual, and lanterns are lit.",[]
01-12,01-12,V556-1,"On 1/12, the Wu 吴 invite many of the gods of the Zhongwushê 忠吴社 to go on a procession: The following gods are placed in six palm sedan chairs 棕轿: Wugong dutong 吴公都统, Sima shengwang 司马圣王, Zhanggong shengjun 张公圣君, Qitian dasheng 齐天大圣, Tiangong yuanshuai 田公元帅, and Baiya jiangjun 白牙将军. The Lin invite four gods from the Wanshoushê 万寿社 to ride in large wooden sedan chairs in a procession. These are Zhongtian dasheng 中天大圣, Zhanggong shengjun 张公圣君, Ligong yuanshuai 李公元帅 and Gongfu daren 龚府大人. Six gods are placed in smaller palm sedan chairs. They are Zhongtian dasheng 中天大圣, Zhangong shengjun 张公圣君, Ligong yuanshuai 李公元帅, Gong daren 龚大人, Tiangong yuanshuai 田公元帅, and Baiya jiangjun 白牙将军.","['Baiya jiangjun', 'Gong daren', 'Ligong yuanshuai', 'Qitian dasheng', 'Sima shengwang', 'Tiangong', 'Tiangong yuanshuai', 'Wugong dutong', 'Wugong', 'Zhanggong shengjun', 'Zhongtian dasheng']"
01-14,01-14,V556-2,"On 1/14, the Lin 林 light candles in the temple, and invite Daoist ritual masters to hold a Jiao.",[]
01-15,01-15,V556-3,"On 1/15, the Wu 吴 light candles in the temple, and invite Daoist ritual masters to hold a Jiao.",[]
01-17,01-17,V556-4,"On 1/17, the villagers attend the common Yuanxiao celebration of the sevenfold ritual alliance.",[]
01-12,01-14,V557-1,"On 1/12–14, the first branch 长房 of the Lin 林 lineage take xingdao Sima shengwang on procession to carry out the Dao in each of their households 行道 and then carry the god back to the temple.",['Sima shengwang']
01-13,01-15,V557-2,"On 1/13–15, the second and third branches 二房三房 of the Lin 林carry Zhongyuan dashen 中元大圣 to carry out the Dao in each of their households 行道 and then carry the god back to the temple.",[]
01-16,01-16,V557-3,"On 1/16, all of the gods of the Anminshê 安民社, with the exception of Guangze zunwang 广泽尊王, are taken on a procession through the entire village. On this day also, the middle and lower sections of the “lower mixed branch” 下杂杂房中 race the incense 跑香 (paoxiang), but do not xingdao 行道 (visit each household). The upper mixed branch does neither activity.",['Guangze zunwang']
01-17,01-17,V557-4,"On 1/17, the villagers attend the common Yuanxiao celebration of the sevenfold ritual alliance.",[]
01-14,01-15,V558-1,On 1/14–15 the three shê ritual organizations take turns inviting the incense burners of their temples to xingdao Wuzi three shê ritual alliance 行道 at each household.,[]
01-16,01-16,V558-2,On 1/16 the entire village takes part in paoxiang 跑香 “racing the incense”. All the gods go on a procession around the entire village.,[]
01-17,01-17,V559-1,On 1/17 villagers participate in the procession of the thirteen-fold village alliance.,[]
02-01,02-01,V559-2,On 2/1 a celebration of Toufu 头福 (beginning good fortune) is organized and Daoist ritual masters are invited to conduct a jiao ritual.,[]
01-14,01-15,V560-1,"On 1/14–15, gods of Qilingong 麒麟宫 are invited to go on a procession within the village, and opera is performed for two days. Daoist ritual masters are invited to conduct a jiao ritual.",[]
01-17,01-17,V560-2,"On 1/17, attending the procession of Shisanjia 十三甲.",[]
02-02,02-02,V560-3,On 2/2 a celebration of Toufu 头福 (beginning good fortune) is organized.,[]
01-14,01-15,V561-1,"On 1/14–15, miscellaneous surnames 杂姓 attend the procession of Sizhou Qilingong 泗洲麒麟宫.",[]
01-17,01-17,V561-2,"On 1/17, the Liu 刘 attends the Yuanxiao procession of Songdong Fushougong 松东福寿宫.",[]
02-02,02-02,V561-3,On 2/2 a celebration of Toufu 头福 (beginning good fortune) is organized. Opera is organized by the Ke 柯 and Daoist ritual masters are invited to conduct a jiao ritual.,[]
01-12,01-12,V562-1,On 1/12 The Xianglu 香炉 of Fuxingtan 福兴坛 is invited by the Ke 柯 to practice the Dao 行道 in every household and go on a procession within the territory.,[]
01-17,01-17,V562-2,On 1/17 the villagers take part in the common procession of the thirteen village alliance.,[]
01-18,01-18,V562-3,"On 1/18, gods of Fushoutan 福寿坛 are invited by the Xiao 肖 to practice the Dao 行道 in every household and go on a procession within the village. In the evening there are stepping on the fire 踏火堆 and palm sedan chairs 棕轿.",[]
02-02,02-02,V562-4,On 2/2 the celebration of Toufu 头福 (beginning good fortune) is organized by the Ke 柯. Opera is performed and Daoist ritual masterss are invited to conduct a jiao ritual.,[]
01-12,01-12,V563-1,"On 1/12 Zhanggong shengjun 张公圣君 goes to each household to quandeng 圈灯 link lanterns, and to practice the Dao 行道. Opera is performed for three days with funds raised on a per capita basis from within the Songban ritual alliance.",['Zhanggong shengjun']
01-17,01-17,V563-2,"On 1/17 the gods of the Fushougong 福寿宫, Fushoutan 福寿坛 and Fushoumiao 福寿庙 go on a procession of inspection around the boundaries of the village, and race across a bonfire. At 2 o’clock in the afternoon, boys from the village draw lots to see who will be allowed to carry the gods across the bonfire.",[]
02-01,02-01,V563-3,"On 2/1, the celebration of Toufu 头福 (beginning good fortune) is organized by the Liu 刘.",[]
02-02,02-02,V563-4,On 2/2 the celebration of Toufu 头福 (beginning good fortune) is organized by the Ke 柯.,[]
01-17,01-17,V564-1,On 1/17 there is a procession of the gods within the thirteen jia 十三甲.,[]
01-18,01-18,V564-2,On 1/18 all the gods of Yongshoushê 永寿社 go on procession within the village.,[]
01-09,01-09,V565-1,On 1/9 the shêlu 社炉 is carried in procession to every household within the village to practice the Dao 行道.,[]
01-17,01-17,V565-2,"On 1/17, the villagers participate in the procession of gods throughout the thirteen jia 十三甲 ritual association.",[]
01-12,01-12,V566-1,On 1/12 Zhanggong shengjun 张公圣君 of Fushougong 福寿宫 is invited to xingdao (practice the Dao) 行道 in every household.,['Zhanggong shengjun']
01-13,01-13,V566-2,On 1/13 all the gods of Yongxinggong 永兴宫 are invited to go on procession within the village.,[]
01-17,01-17,V566-3,"On 1/17, the villagers take part in a procession of the gods through the thirteen jia 十三甲.",[]
01-13,01-13,V567-1,"On 1/13, Zhanggong shengjun 张公圣君 of Fushougong 福寿宫 is invited to xingdao (practice the Dao) 行道 in every household.",['Zhanggong shengjun']
01-15,01-15,V567-2,"On 1/15, all the gods of Yongxinggong 永兴宫 are invited to go on procession within the village.",[]
01-17,01-17,V567-3,"On 1/17, the villagers take part in a procession of the gods through the thirteen jia 十三甲.",[]
01-08,01-08,V568-1,"On 1/8, Toutiaoxi 头条戏 is performed. This is organized by the village as a whole, and funds are collected on a per capita basis.",[]
01-13,01-14,V568-2,"On 1/13–14, a procession is held within the village.",[]
01-17,01-17,V568-3,"On 1/17, the villagers take part in a procession of the gods through the thirteen jia 十三甲.",[]
01-07,01-8,V569-1,"On 1/7–8, the gods go on procession within the village.",[]
01-17,01-17,V569-2,"On 1/17, the villagers take part in a procession of the gods through the thirteen jia 十三甲.",[]
02-02,02-02,V569-3,"On 2/2, Toufu 头福 is celebrated, opera is performed and Daoist ritual masters are invited to conduct a jiao ritual.",[]
01-14,01-14,V570-1,"On 1/14, processions are held within the village.",[]
01-14,01-14,V570-2,"On 1/14, the incense burners of the temple, the shêlu 社炉, are taken to “practice the Dao 行道” in every household.",[]
01-17,01-17,V570-3,"On 1/17, the villagers take part in a procession of the gods through the thirteen jia 十三甲.",[]
01-10,01-14,V571-1,"On 1/10–14, Qitian dasheng 齐天大 圣, Tiangong yuanshuai 田公元帅, Zhanggong shengjun 张公圣君, and Jin zhongjun 金中军 go on procession within the sevenfold ritual alliance. Opera is performed for two days. Funds are raised on a per capita basis from Caopu 草埔 and Gongbian 宫边.","['Jin zhongjun', 'Qitian dasheng', 'Tiangong', 'Tiangong yuanshuai', 'Zhanggong shengjun']"
01-15,01-15,V571-2,"On 1/15, the gods of Anninggong 安宁宫 are returned to the temple. A fire walking ceremony is held and palm sedan chairs are raced over bonfires. Opera is performed and Daoist ritual masters are invited to conduct a jiao ritual.",[]
01-10,01-15,V572-1,"On 1/10–15, villagers participate in the procession of the sevenfold ritual alliance. Fire walking ceremonies are held and palm sedan chair are carried over bonfires. Opera is performed and Daoist ritual masters are invited to conduct a jiao ritual.",[]
02-02,02-02,V572-2,"On 2/2, there is a celebration of Toufu 头福 (beginning good fortune). This is organized by the village itself, and contributions are collected on a per capita basis.",[]
01-10,01-15,V573-1,"On 1/10–15, villagers participate in the procession of the sevenfold ritual alliance. Fire walking ceremonies are held and palm sedan chairs are carried over bonfires. Opera is performed and Daoist ritual masters are invited to conduct a jiao ritual.",[]
01-10,01-15,V574-1,"On 1/10–15, villagers participate in the procession of the sevenfold ritual alliance. Opera is performed and Daoist ritual masters are invited to conduct a jiao ritual.",[]
01-09,01-09,V575-1,"On 1/9, villagers go first to the Lipugong (shê altar) 励浦宫(社) to ask for incense fire 请香火, and then go to the Beijidian 北极殿 to again ask for incense fire, and then return to the Xianyingtan 显进坛 to invite Jixiang miaojiang 吉祥妙将, Qitian dasheng 齐天大圣, and Sandian zhenjun 三殿真君 to go on a procession to xingnuo “exorcise the demons” 出巡行傩.","['Jixiang miaojiang', 'Qitian dasheng', 'Sandian zhenjun']"
02-02,02-02,V575-2,On 2/2 the fengjin 奉金 (reverencing with gold) ritual is held.,[]
01-12,01-12,V576-1,"On 1/12, incense fire is requested from the incense burner of Miaoyin zushi 妙应祖师 in the Fuqingsi Miaoyingtang 福庆寺妙应堂. The incense is taken back to the Xianshengtan 显圣坛, where all the gods of the nearby temples are summoned, and the procession prepares itself.",[]
01-13,01-13,V576-2,"On 1/13, in the evening, they again go the Beijidian 北极殿 of Xianyingmiao 显应庙 to invoke all the gods again. Then they use five palm sedan chairs as seats for Qitian dasheng 齐天大圣 (in his martial aspect 武身), Zhanggong shengjun 张公圣君, Puji shenghou 普济圣侯, Tianshang shengmu 天上圣母, and Li sanfuren 李三夫人 who are all taken in a procession to each household.","['Li sanfuren', 'Puji shenghou', 'Qitian dasheng', 'Tianshang shengmu', 'Zhanggong shengjun']"
01-14,01-14,V576-3,"On 1/14 Miaoying zushi 妙应祖师 is escorted back to his temple, and all the gods return to the shê temple.",['Miaoying zushi']
01-15,01-15,V576-4,"On 1/15, in the night, candles of happiness 喜烛 are lit in the temple (and taken to each household).",[]
01-15,01-16,V576-5,"On 1/15–16, Daoist ritual masters are invited to hold a jiao ritual 做醮 and opera is performed for two days.",[]
01-17,01-17,V576-6,"On 1/17, all the gods are escorted back to their own temples. Each year ten Fushou 福首 are selected by rotation to manage the rituals.",[]
01-12,01-12,V576-7,"From 1/12 onwards, they prepare a vegetarian feast and offerings and place them in a great display before the shê temple. This is called the Liyan 里宴 or “rustic banquet”. Finally, all the boys under the age of fifteen in the village are invited to a feast.",[]
01-11,01-12,V577-1,"On 1/11–12, Zhangong shengjun 张公 圣君 and Qitian dasheng 齐天大圣 are invited to go on a procession around the entire village. Opera is performed for two days. Each year four Fushou 福首 are selected by rotation to take charge of the rituals. Funds are raised on a per capita basis.",['Qitian dasheng']
01-09,01-10,V578-1,On 1/9–10 Yanggong taishi 杨公太师 is taken to each home to xingdao 行道 practice the Dao.,['Yanggong taishi']
01-19,01-19,V578-2,"On 1/19 the gods of Lipushê 励浦社 are invited to go on a tour of inspection procession through the entire village. The roadways are sealed against demons, and people pray for good fortune.",[]
01-11,01-11,V579-1,"On 1/11, Qiandongpo 前东坡 goes on procession.",[]
01-12,01-12,V579-2,"On 1/12, Houdongpo 后东坡 goes on procession. On both these days, the gods are taken across a bonfire 踏火 and a procession of linked lanterns is held 圈灯. A single Daoist ritual master 道士 is invited to conduct rites. Four palm sedan chairs are prepared for the martial version of Qitian dasheng 武齐天大圣, Wugong dutong 吴公都统, Huangdu yuanshuai 黄都元帅, and Lidu yuanshuai 李都元帅. Four Fushou 福首 from each area organize the ritual activities. Opera is performed each day.","['Qitian dasheng', 'Wugong dutong', 'Wugong']"
02-02,02-02,V579-3,"On 2/2, a sedan chair is carried out to collect cash contributions. A large sedan chair is prepared for Wugong dutong 吴公都统 and four small sedan chairs and prepared for the (civil version) of Qitian dasheng 文齐天大圣, the martial version of Qitian dasheng 武齐天大圣, Li duyuanshuai 李都元帅, Huang duyuanshuai 黄都元帅, and another procession is held. Opera is performed for two days.","['Huang duyuanshuai', 'Qitian dasheng', 'Wugong dutong', 'Wugong']"
01-10,01-10,V580-1,"On 1/10 the villagers carry the incense burners from the shê temple to each household to xingdao 行道 practice the Dao. On 1/ 11 there is a procession through the village. A single Daoist master is invited to conduct rites. Three palm sedan chairs are prepared for Fazhu xianfei 法主仙妃, Huanggong ershi 黄公二使 and Lushi erniang 卢氏二娘. The village elders carry the statues of Beidou zhongtian dasheng 北斗中天大圣, Sandian zhenjun 三殿真君, Fazhu xianfei 法主仙妃 and a Tongzi 童子. There were formerly two Fushou 福首, one old and one new, but currently there are four, with one old and three new, to organize the rituals.","['Beidou zhongtian dasheng', 'Fazhu xianfei', 'Huanggong', 'Huanggong ershi', 'Lushi erniang', 'Sandian zhenjun', 'Tongzi']"
01-09,01-09,V581-1,"On 1/9, each of the nine ancestral houses of the entire village invites the gods to xingdao 行道 practice the Dao in each household. Daoist ritual masters are invited from Meiling 梅岭 of Wutang 梧塘 to conduct a jiao ritual 建醮.",[]
01-16,01-16,V581-2,"On 1/16, Guanglie qiansui 光烈千岁, Xuantian shangdi 玄天上帝, Tiangong yuanshuai 田公元帅 and Zhanggong shengjun 张公圣君 are carried in sedan chairs on a tour of inspection procession around the entire village.","['Guanglie qiansui', 'Tiangong', 'Tiangong yuanshuai', 'Xuantian shangdi', 'Zhanggong shengjun']"
01-11,01-11,V582-1,"On 1/11, Shanghuanggang 上黄冈 invites Qitian dasheng 齐天大圣, Liu shenghou 柳圣侯 and Jin shenghou 金圣侯 to each of its households to xingdao 行道 practice the Dao and to go on a tour of inspection procession of the boundaries of their territory.",['Qitian dasheng']
01-12,01-12,V582-2,"On 1/12, Xiahuanggang 下黄冈 invites Qitian dasheng 齐天大圣, Liu Shenghou 柳圣侯 and Jin Shenghou 金圣侯 to each of its household to xingdao 行道 practice the Dao and to go on a tour of inspection procession of the boundaries of their territory.",['Qitian dasheng']
01-15,01-15,V582-3,"On 1/15, the entire village celebrates Yuanxiao, and each household goes to the ancestral hall to light lanterns and candles. Miaoying zushi 妙应祖师 is taken on a procession around the village, and the roadways are sealed from demonic influences.",['Miaoying zushi']
01-09,01-09,V583-1,"On 1/9 or 1/10, divination blocks are cast to invite Jin daren 金大人 to go to each household to xingdao 行道 practice the Dao. Two palm sedan chairs are prepared for Zhanggong shengjun 张公圣君 and Dutong yuanshuai 都统元帅 or Qitian dasheng 齐天大圣 and Tiangong yuanshuai 田公元帅 to go on procession within the village. At night a procession of lanterns traces the boundaries of the village. Daoist ritual masters are invited to recite scriptures and hold a jiao ritual 做醮. Each year, four Fushou 福首 rotate into positions of responsibility. Two of them hold the old incense burners, and two hold the new ones.","['Dutong', 'Dutong yuanshuai', 'Jin daren', 'Qitian dasheng', 'Tiangong', 'Tiangong yuanshuai', 'Zhanggong shengjun']"
01-09,01-09,V584-1,On 1/9 and 1/10 the Yonganshê 永安社 and Yongningshê 永宁社 combine to xingdao 行道 practice the Dao in each household. The procession includes three village elders who carry the incense burners of the shê altars.,[]
01-08,01-08,V585-1,"On 1/8 the recently married young men of the village carry a sedan chair with Jingong dare 金公大人, while others prepare five palm sedan chairs for Zhanggong shenghou 张公圣侯, Qitian dasheng 齐天大圣, Puji shenghou 普济圣侯, Tiangong yuanshuai 田公元帅, Jixiang dajiang 吉祥大将 and take them on a procession around the village. Each year two Fushou are selected by rotation to manage the festivities, and funds are collected on a per capita basis to pay for opera.","['Jixiang dajiang', 'Puji shenghou', 'Qitian dasheng', 'Tiangong', 'Tiangong yuanshuai']"
01-11,01-11,V586-1,"On 1/11 Tiangong yuanshuai 田公元帅 and Beidou xingjun 北斗星君 go on a procession to each household in the village, returning to the temple on the afternoon of 1/12. A single Daoist master is invited to recite scriptures and conduct rites. The doors of the temple are sealed. Each year four Fushou 福首 are selected by rotation. Two hold the incense burners, and the other two hold the gods.","['Beidou xingjun', 'Tiangong', 'Tiangong yuanshuai']"
01-04,01-04,V587-1,"On 1/4, Anmingong 安民宫 welcomes back its gods from heaven 接神.",[]
01-15,01-15,V587-2,"On 1/15, Jiucuo 旧厝 invites the gods of Anmingong 安民宫 to go on a procession though their territory.",[]
01-16,01-16,V587-3,"On 1/16, Xincuo 新厝 invites the gods of Anmingong 安民宫 to go on a procession though their territory.",[]
01-13,01-13,V588-1,"On 1/13 Dingjiang 顶江 takes Taiyi xiangu 太乙仙姑, Tiangong yuanshuai 田公元帅, and Qiugong shenghou 邱公圣侯 on a procession around its territory.","['Qiugong shenghou', 'Taiyi xiangu', 'Tiangong', 'Tiangong yuanshuai']"
01-14,01-14,V588-2,"On 1/14 Xiajiang 下江 takes Taiyi xiangu 太乙仙姑, Tiangong yuanshuai 田公元帅, and Qiugong shenghou 邱公圣侯 on a procession around its territory.","['Qiugong shenghou', 'Taiyi xiangu', 'Tiangong', 'Tiangong yuanshuai']"
01-17,01-17,V589-1,"On 1/17 the villagers takes the incense burners of the shê on a procession through the village to each household to xingdao 行道 practice the Dao. In the evening, there are linked lantern processions, and the roadways are sealed against demonic influences 封路.",[]
01-15,01-15,V590-1,On 1/15 the villagers take the incense burners of the shê on a procession through the village to each household to xingdao 行道 practice the Dao.,[]
01-16,01-16,V590-2,On 1/16 the gods are carried over a fire and return to the temple.,[]
01-10,01-11,V591-1,On 1/10–11 the villagers take the incense burners of the shê on a procession through the village to each household to xingdao 行道 practice the Dao. Spirit mediums lead a procession through the village and seal the roadways against demonic infl uences 封路.,[]
01-20,01-30,V591-2,"On 1/20–30 a fengjin 奉金 ritual is performed, for which Daoist ritual masters are invited to conduct jiao rites 道士做醮.",[]
01-14,01-14,V592-1,On 1/14 the villagers take the incense burners of the shê on a procession through the village to each household to xingdao 行道 practice the Dao.,[]
01-15,01-15,V592-2,"On 1/15 the villagers take Qitian dasheng 齐天大圣, Zhanggong shengjun 张公圣君, Tiangong yuanshuai 田公元帅 and Kanggong shenghou 康公圣侯 in sedan chairs on a procession around the village. They fire-walk before returning to the temple. Opera is performed for two to three days.","['Kanggong shenghou', 'Qitian dasheng', 'Tiangong', 'Tiangong yuanshuai', 'Zhanggong shengjun']"
01-16,01-16,V593-1,On 1/16 the villagers take Xuantian shangdi 玄天上帝 and Zhanggong shengjun 张公圣君 on a procession through the village.,"['Xuantian shangdi', 'Zhanggong shengjun']"
01-11,01-11,V594-1,On 1/11Beipai 北牌 take the incense burners of the shê on a procession through its part of the village to each household to xingdao 行道 practice the Dao They place Tiangong yuanshuai 田公元帅 is palm sedan chair and carry him in a procession around their territory.,"['Tiangong', 'Tiangong yuanshuai']"
01-12,01-12,V594-2,On 1/12 Nanpai 南牌 take the incense burners of the shê on a procession through its territory to each household to xingdao 行道 practice the Dao.,[]
01-13,01-13,V594-3,"On 1/13 Nanpai 南牌 take Tiangong yuanshuai 田公元帅, Jiucha dashen 纠察大神, Puji shenghou 普济圣侯, Zhanggong shengjun 张公圣君, and Heihu dachen 黑虎大臣 on a procession around their territory.","['Puji shenghou', 'Tiangong', 'Tiangong yuanshuai', 'Zhanggong shengjun']"
02-01,02-01,V594-4,"On 2/1 Nanpai 南牌 and Beipai 北牌 separately hold fengjin 奉金 rituals, and invite Daoist ritual masters form Houlin 后林 to conduct jiao rituals 做醮.",[]
01-11,01-11,V595-1,On 1/11 the villagers take the incense burners of the shê to each household to xingdao 行道 practice the Dao. Th e gods go on procession throughout the village.,[]
01-10,01-10,V596-1,"On 1/10 Qitian dasheng 齐天大圣, Puji shenghou 普济圣侯, and Oushi xianfei 欧氏仙妃 are taken on a procession through the village. 5. Ritual Groups Each year Fushou 福首 are selected in rotation based on age. Daoist ritual masters are invited from Houlin 后林 to perform rituals on the birthday celebrations of the gods.","['Oushi xianfei', 'Puji shenghou', 'Qitian dasheng']"
01-13,01-13,V597-1,"On 1/13 the Upper and Lower shê (Shang, Xia) 上, 下二社 each separately take the incense burners of their shê altars to each of their households to xingdao 行道 (carry out the Dao), and then use palm sedan chairs to carry miniature versions of Qitian dasheng 齐天大圣, Dutong shenghou 都统圣侯, Yangshi xianfei 杨氏仙妃, Dutong yuanshuai 都天元帅, Zhanggong shengjun 张公圣君 and other gods of the assorted gods of the five altars (Wutan liesheng) 五坛列圣 on a procession around the entire village. Each household goes to the temple to light their lanterns and Daoist ritual masters are invited from Houlin 后林 to conduct jiao rites 做醮.","['Dutong', 'Dutong shenghou', 'Dutong yuanshuai', 'Qitian dasheng', 'Wutan liesheng', 'Zhanggong shengjun']"
01-13,01-13,V598-1,"On 1/13, Houpai 后牌 takes the incense burners of the Chongxingshê 重兴社香炉 to each household to xingdao 行道.",[]
01-14,01-14,V598-2,"On 1/14, Dingjia 顶甲 does the same in its own territory.",[]
01-15,01-15,V598-3,"On 1/15, Xiajia 下甲 also does the same in its own territory.",[]
